SourceRow;WorkerID;Prefix_ASC;ActualBlock2;CalcBlock2;Block2_OK;P12_Actual;P12_Calc;P12_Delta;P13_Actual;P13_Calc;P13_Delta;P14_Actual;P14_Calc;P14_Delta;P15_Actual;P15_Calc;P15_Delta;P16_Actual;P16_Calc;P16_Delta;P17_Actual;P17_Calc;P17_Delta;P18_Actual;P18_Calc;P18_Delta;P19_Actual;P19_Calc;P19_Delta;P20_Actual;P20_Calc;P20_Delta;P21_Actual;P21_Calc;P21_Delta;P22_Actual;P22_Calc;P22_Delta;;SOUHRN;
416;1B80000101;84;3W2X3E342W2X2W2X2Y2W2X;3W2X3E342W2X2W2X2Y2W2X;PRAVDA;140;140;0;105;105;0;122;122;0;112;112;0;104;104;0;105;105;0;104;104;0;105;105;0;106;106;0;104;104;0;105;105;0;;;
417;1C70000101;84;3W2X3F332W2X2W2X2Y2W2X;3W2X3F332W2X2W2X2Y2W2X;PRAVDA;140;140;0;105;105;0;123;123;0;111;111;0;104;104;0;105;105;0;104;104;0;105;105;0;106;106;0;104;104;0;105;105;0;;;
418;1F40000101;84;3W2X3I302W2X2W2X2Y2W2X;3W2X3I302W2X2W2X2Y2W2X;PRAVDA;140;140;0;105;105;0;126;126;0;108;108;0;104;104;0;105;105;0;104;104;0;105;105;0;106;106;0;104;104;0;105;105;0;;;
419;26C0000101;84;3W2Y323F2W2X2W2X2Y2W2X;3W2Y323F2W2X2W2X2Y2W2X;PRAVDA;140;140;0;106;106;0;110;110;0;123;123;0;104;104;0;105;105;0;104;104;0;105;105;0;106;106;0;104;104;0;105;105;0;;;
420;AE6BE00101;84;3W3D3H323E3H2W2X2Y2W2X;3W3D3H323E3H2W2X2Y2W2X;PRAVDA;140;140;0;121;121;0;125;125;0;110;110;0;122;122;0;125;125;0;104;104;0;105;105;0;106;106;0;104;104;0;105;105;0;;;
421;C800000101;84;3W3F342W2X2W2X2W2X2W2X;3W3F342W2X2W2X2W2X2W2X;PRAVDA;140;140;0;123;123;0;112;112;0;104;104;0;105;105;0;104;104;0;105;105;0;104;104;0;105;105;0;104;104;0;105;105;0;;;
422;G400000101;84;3W3J302W2X2W2X2W2X2W2X;3W3J302W2X2W2X2W2X2W2X;PRAVDA;140;140;0;127;127;0;108;108;0;104;104;0;105;105;0;104;104;0;105;105;0;104;104;0;105;105;0;104;104;0;105;105;0;;;
423;I200000101;84;3W3L2Y2W2X2W2X2W2X2W2X;3W3L2Y2W2X2W2X2W2X2W2X;PRAVDA;140;140;0;129;129;0;106;106;0;104;104;0;105;105;0;104;104;0;105;105;0;104;104;0;105;105;0;104;104;0;105;105;0;;;
424;19B0000101;85;3Y2Y363F2X2Y2X2Y2Z2X2Y;3Y2Y363F2X2Y2X2Y2Z2X2Y;PRAVDA;142;142;0;106;106;0;114;114;0;123;123;0;105;105;0;106;106;0;105;105;0;106;106;0;107;107;0;105;105;0;106;106;0;;;
425;1B90000101;85;3Y2Y3F362X2Y2X2Y2Z2X2Y;3Y2Y3F362X2Y2X2Y2Z2X2Y;PRAVDA;142;142;0;106;106;0;123;123;0;114;114;0;105;105;0;106;106;0;105;105;0;106;106;0;107;107;0;105;105;0;106;106;0;;;
426;1E60000101;85;3Y2Y3I332X2Y2X2Y2Z2X2Y;3Y2Y3I332X2Y2X2Y2Z2X2Y;PRAVDA;142;142;0;106;106;0;126;126;0;111;111;0;105;105;0;106;106;0;105;105;0;106;106;0;107;107;0;105;105;0;106;106;0;;;
427;2D60000101;85;3Y2Z3H332X2Y2X2Y2Z2X2Y;3Y2Z3H332X2Y2X2Y2Z2X2Y;PRAVDA;142;142;0;107;107;0;125;125;0;111;111;0;105;105;0;106;106;0;105;105;0;106;106;0;107;107;0;105;105;0;106;106;0;;;
428;BE6BE00101;85;3Y3F3I333F3I2X2Y2Z2X2Y;3Y3F3I333F3I2X2Y2Z2X2Y;PRAVDA;142;142;0;123;123;0;126;126;0;111;111;0;123;123;0;126;126;0;105;105;0;106;106;0;107;107;0;105;105;0;106;106;0;;;
429;C900000101;85;3Y3G362X2Y2X2Y2X2Y2X2Y;3Y3G362X2Y2X2Y2X2Y2X2Y;PRAVDA;142;142;0;124;124;0;114;114;0;105;105;0;106;106;0;105;105;0;106;106;0;105;105;0;106;106;0;105;105;0;106;106;0;;;
430;D800000101;85;3Y3H352X2Y2X2Y2X2Y2X2Y;3Y3H352X2Y2X2Y2X2Y2X2Y;PRAVDA;142;142;0;125;125;0;113;113;0;105;105;0;106;106;0;105;105;0;106;106;0;105;105;0;106;106;0;105;105;0;106;106;0;;;
431;H400000101;85;3Y3L312X2Y2X2Y2X2Y2X2Y;3Y3L312X2Y2X2Y2X2Y2X2Y;PRAVDA;142;142;0;129;129;0;109;109;0;105;105;0;106;106;0;105;105;0;106;106;0;105;105;0;106;106;0;105;105;0;106;106;0;;;
432;IEK4700101;85;3Y3M3I3O31342X2Y2Z2X2Y;3Y3M3I3O31342X2Y2Z2X2Y;PRAVDA;142;142;0;130;130;0;126;126;0;132;132;0;109;109;0;112;112;0;105;105;0;106;106;0;107;107;0;105;105;0;106;106;0;;;
433;19C0000101;86;402Z373H2Y2Z2Y2Z302Y2Z;402Z373H2Y2Z2Y2Z302Y2Z;PRAVDA;144;144;0;107;107;0;115;115;0;125;125;0;106;106;0;107;107;0;106;106;0;107;107;0;108;108;0;106;106;0;107;107;0;;;
434;1G50000101;86;402Z3L332Y2Z2Y2Z302Y2Z;402Z3L332Y2Z2Y2Z302Y2Z;PRAVDA;144;144;0;107;107;0;129;129;0;111;111;0;106;106;0;107;107;0;106;106;0;107;107;0;108;108;0;106;106;0;107;107;0;;;
435;1H40000101;86;402Z3M322Y2Z2Y2Z302Y2Z;402Z3M322Y2Z2Y2Z302Y2Z;PRAVDA;144;144;0;107;107;0;130;130;0;110;110;0;106;106;0;107;107;0;106;106;0;107;107;0;108;108;0;106;106;0;107;107;0;;;
436;1I30000101;86;402Z3N312Y2Z2Y2Z302Y2Z;402Z3N312Y2Z2Y2Z302Y2Z;PRAVDA;144;144;0;107;107;0;131;131;0;109;109;0;106;106;0;107;107;0;106;106;0;107;107;0;108;108;0;106;106;0;107;107;0;;;
437;2C80000101;86;40303H362Y2Z2Y2Z302Y2Z;40303H362Y2Z2Y2Z302Y2Z;PRAVDA;144;144;0;108;108;0;125;125;0;114;114;0;106;106;0;107;107;0;106;106;0;107;107;0;108;108;0;106;106;0;107;107;0;;;
438;2E60000101;86;40303J342Y2Z2Y2Z302Y2Z;40303J342Y2Z2Y2Z302Y2Z;PRAVDA;144;144;0;108;108;0;127;127;0;112;112;0;106;106;0;107;107;0;106;106;0;107;107;0;108;108;0;106;106;0;107;107;0;;;
439;2EGBE00101;86;40303J3L3G3J2Y2Z302Y2Z;40303J3L3G3J2Y2Z302Y2Z;PRAVDA;144;144;0;108;108;0;127;127;0;129;129;0;124;124;0;127;127;0;106;106;0;107;107;0;108;108;0;106;106;0;107;107;0;;;
440;2EUE400101;86;40303J3Z3J322Y2Z302Y2Z;40303J3Z3J322Y2Z302Y2Z;PRAVDA;144;144;0;108;108;0;127;127;0;143;143;0;127;127;0;110;110;0;106;106;0;107;107;0;108;108;0;106;106;0;107;107;0;;;
441;D08OJ00101;86;403I2Y363T3O2Y2Z302Y2Z;403I2Y363T3O2Y2Z302Y2Z;PRAVDA;144;144;0;126;126;0;106;106;0;114;114;0;137;137;0;132;132;0;106;106;0;107;107;0;108;108;0;106;106;0;107;107;0;;;
442;F700000101;86;403K352Y2Z2Y2Z2Y2Z2Y2Z;403K352Y2Z2Y2Z2Y2Z2Y2Z;PRAVDA;144;144;0;128;128;0;113;113;0;106;106;0;107;107;0;106;106;0;107;107;0;106;106;0;107;107;0;106;106;0;107;107;0;;;
443;I400000101;86;403N322Y2Z2Y2Z2Y2Z2Y2Z;403N322Y2Z2Y2Z2Y2Z2Y2Z;PRAVDA;144;144;0;131;131;0;110;110;0;106;106;0;107;107;0;106;106;0;107;107;0;106;106;0;107;107;0;106;106;0;107;107;0;;;
444;K200000101;86;403P302Y2Z2Y2Z2Y2Z2Y2Z;403P302Y2Z2Y2Z2Y2Z2Y2Z;PRAVDA;144;144;0;133;133;0;108;108;0;106;106;0;107;107;0;106;106;0;107;107;0;106;106;0;107;107;0;106;106;0;107;107;0;;;
445;1ECID00101;87;42303K3I3O3J2Z30312Z30;42303K3I3O3J2Z30312Z30;PRAVDA;146;146;0;108;108;0;128;128;0;126;126;0;132;132;0;127;127;0;107;107;0;108;108;0;109;109;0;107;107;0;108;108;0;;;
446;1ETG500101;87;42303K3Z3M342Z30312Z30;42303K3Z3M342Z30312Z30;PRAVDA;146;146;0;108;108;0;128;128;0;143;143;0;130;130;0;112;112;0;107;107;0;108;108;0;109;109;0;107;107;0;108;108;0;;;
447;4EFBE00101;87;42333K3L3H3K2Z30312Z30;42333K3L3H3K2Z30312Z30;PRAVDA;146;146;0;111;111;0;128;128;0;129;129;0;125;125;0;128;128;0;107;107;0;108;108;0;109;109;0;107;107;0;108;108;0;;;
448;0FUG500101;88;44303M413N353031323031;44303M413N353031323031;PRAVDA;148;148;0;108;108;0;130;130;0;145;145;0;131;131;0;113;113;0;108;108;0;109;109;0;110;110;0;108;108;0;109;109;0;;;
449;2EY0G00101;88;44323L45303N3031323031;44323L45303N3031323031;PRAVDA;148;148;0;110;110;0;129;129;0;149;149;0;108;108;0;131;131;0;108;108;0;109;109;0;110;110;0;108;108;0;109;109;0;;;
450;B53SJ00101;88;443I35333Z3Q3031323031;443I35333Z3Q3031323031;PRAVDA;148;148;0;126;126;0;113;113;0;111;111;0;143;143;0;134;134;0;108;108;0;109;109;0;110;110;0;108;108;0;109;109;0;;;
451;07ERJ00101;89;4631383M3Z3R3132333132;4631383M3Z3R3132333132;PRAVDA;150;150;0;109;109;0;116;116;0;130;130;0;143;143;0;135;135;0;109;109;0;110;110;0;111;111;0;109;109;0;110;110;0;;;
452;1EKAF00101;89;46323M3S3I3N3132333132;46323M3S3I3N3132333132;PRAVDA;150;150;0;110;110;0;130;130;0;136;136;0;126;126;0;131;131;0;109;109;0;110;110;0;111;111;0;109;109;0;110;110;0;;;
453;1J3PJ00101;89;46323R343X3R3132333132;46323R343X3R3132333132;PRAVDA;150;150;0;110;110;0;135;135;0;112;112;0;141;141;0;135;135;0;109;109;0;110;110;0;111;111;0;109;109;0;110;110;0;;;
454;3ECID00101;89;46343M3K3Q3L3132333132;46343M3K3Q3L3132333132;PRAVDA;150;150;0;112;112;0;130;130;0;128;128;0;134;134;0;129;129;0;109;109;0;110;110;0;111;111;0;109;109;0;110;110;0;;;
455;BE9U300101;89;463J3M3A42343132333132;463J3M3A42343132333132;PRAVDA;150;150;0;127;127;0;130;130;0;118;118;0;146;146;0;112;112;0;109;109;0;110;110;0;111;111;0;109;109;0;110;110;0;;;
456;20SKJ00101;91;4A3533423U3T3334353334;4A3533423U3T3334353334;PRAVDA;154;154;0;113;113;0;111;111;0;146;146;0;138;138;0;137;137;0;111;111;0;112;112;0;113;113;0;111;111;0;112;112;0;;;
457;0O1QJ00101;92;4C343Z35413U3435363435;4C343Z35413U3435363435;PRAVDA;156;156;0;112;112;0;143;143;0;113;113;0;145;145;0;138;138;0;112;112;0;113;113;0;114;114;0;112;112;0;113;113;0;;;
458;20TLJ00101;93;4E3735453X3V3536373536;4E3735453X3V3536373536;PRAVDA;158;158;0;115;115;0;113;113;0;149;149;0;141;141;0;139;139;0;113;113;0;114;114;0;115;115;0;113;113;0;114;114;0;;;
459;5FUG500101;93;4E3A3R463S3A3536373536;4E3A3R463S3A3536373536;PRAVDA;158;158;0;118;118;0;135;135;0;150;150;0;136;136;0;118;118;0;113;113;0;114;114;0;115;115;0;113;113;0;114;114;0;;;
460;9E0WG00101;93;4E3E3Q35483S3536373536;4E3E3Q35483S3536373536;PRAVDA;158;158;0;122;122;0;134;134;0;113;113;0;152;152;0;136;136;0;113;113;0;114;114;0;115;115;0;113;113;0;114;114;0;;;
461;1O1RJ00101;94;4G374137443W3637383637;4G374137443W3637383637;PRAVDA;160;160;0;115;115;0;145;145;0;115;115;0;148;148;0;140;140;0;114;114;0;115;115;0;116;116;0;114;114;0;115;115;0;;;
462;H53SJ00101;94;4G3U3B39453W3637383637;4G3U3B39453W3637383637;PRAVDA;160;160;0;138;138;0;119;119;0;117;117;0;149;149;0;140;140;0;114;114;0;115;115;0;116;116;0;114;114;0;115;115;0;;;
463;4EEHI00101;96;4K3C3T3U3W3X38393A3839;4K3C3T3U3W3X38393A3839;PRAVDA;164;164;0;120;120;0;137;137;0;138;138;0;140;140;0;141;141;0;116;116;0;117;117;0;118;118;0;116;116;0;117;117;0;;;
464;3CAPJ00101;98;4O3D3T3R46403A3B3C3A3B;4O3D3T3R46403A3B3C3A3B;PRAVDA;168;168;0;121;121;0;137;137;0;135;135;0;150;150;0;144;144;0;118;118;0;119;119;0;120;120;0;118;118;0;119;119;0;;;
465;87GQJ00101;98;4O3I3H3X47403A3B3C3A3B;4O3I3H3X47403A3B3C3A3B;PRAVDA;168;168;0;126;126;0;125;125;0;141;141;0;151;151;0;144;144;0;118;118;0;119;119;0;120;120;0;118;118;0;119;119;0;;;
466;8C9SJ00101;98;4O3I3T3J49403A3B3C3A3B;4O3I3T3J49403A3B3C3A3B;PRAVDA;168;168;0;126;126;0;137;137;0;127;127;0;153;153;0;144;144;0;118;118;0;119;119;0;120;120;0;118;118;0;119;119;0;;;
467;1EOX500101;99;4Q3C3W464F3G3B3C3D3B3C;4Q3C3W464F3G3B3C3D3B3C;PRAVDA;170;170;0;120;120;0;140;140;0;150;150;0;159;159;0;124;124;0;119;119;0;120;120;0;121;121;0;119;119;0;120;120;0;;;
468;23XKJ00101;99;4Q3D3E4F42413B3C3D3B3C;4Q3D3E4F42413B3C3D3B3C;PRAVDA;170;170;0;121;121;0;122;122;0;159;159;0;146;146;0;145;145;0;119;119;0;120;120;0;121;121;0;119;119;0;120;120;0;;;
469;8D9SJ00101;99;4Q3J3V3K4A413B3C3D3B3C;4Q3J3V3K4A413B3C3D3B3C;PRAVDA;170;170;0;127;127;0;139;139;0;128;128;0;154;154;0;145;145;0;119;119;0;120;120;0;121;121;0;119;119;0;120;120;0;;;
470;97GQJ00101;99;4Q3K3I3Y48413B3C3D3B3C;4Q3K3I3Y48413B3C3D3B3C;PRAVDA;170;170;0;128;128;0;126;126;0;142;142;0;152;152;0;145;145;0;119;119;0;120;120;0;121;121;0;119;119;0;120;120;0;;;
471;DB5MJ00101;99;4Q3V3T3G44413B3C3D3B3C;4Q3V3T3G44413B3C3D3B3C;PRAVDA;170;170;0;139;139;0;137;137;0;124;124;0;148;148;0;145;145;0;119;119;0;120;120;0;121;121;0;119;119;0;120;120;0;;;
472;3EOX500101;101;4U3G3Y484H3I3D3E3F3D3E;4U3G3Y484H3I3D3E3F3D3E;PRAVDA;174;174;0;124;124;0;142;142;0;152;152;0;161;161;0;126;126;0;121;121;0;122;122;0;123;123;0;121;121;0;122;122;0;;;
473;AE0WG00101;101;4U3U3Y3D4G403D3E3F3D3E;4U3U3Y3D4G403D3E3F3D3E;PRAVDA;174;174;0;138;138;0;142;142;0;121;121;0;160;160;0;144;144;0;121;121;0;122;122;0;123;123;0;121;121;0;122;122;0;;;
474;3EPX500101;102;4W3H3Z4A4I3J3E3F3G3E3F;4W3H3Z4A4I3J3E3F3G3E3F;PRAVDA;176;176;0;125;125;0;143;143;0;154;154;0;162;162;0;127;127;0;122;122;0;123;123;0;124;124;0;122;122;0;123;123;0;;;
475;44QSJ00101;103;4Y3J3K4C4E453F3G3H3F3G;4Y3J3K4C4E453F3G3H3F3G;PRAVDA;178;178;0;127;127;0;128;128;0;156;156;0;158;158;0;149;149;0;123;123;0;124;124;0;125;125;0;123;123;0;124;124;0;;;
476;5EEQF00101;103;4Y3K40414C413F3G3H3F3G;4Y3K40414C413F3G3H3F3G;PRAVDA;178;178;0;128;128;0;144;144;0;145;145;0;156;156;0;145;145;0;123;123;0;124;124;0;125;125;0;123;123;0;124;124;0;;;
477;DD3QJ00101;103;4Y3Z403I4C453F3G3H3F3G;4Y3Z403I4C453F3G3H3F3G;PRAVDA;178;178;0;143;143;0;144;144;0;126;126;0;156;156;0;149;149;0;123;123;0;124;124;0;125;125;0;123;123;0;124;124;0;;;
478;5EPX500101;104;503L414C4K3L3G3H3I3G3H;503L414C4K3L3G3H3I3G3H;PRAVDA;180;180;0;129;129;0;145;145;0;156;156;0;164;164;0;129;129;0;124;124;0;125;125;0;126;126;0;124;124;0;125;125;0;;;
479;95KTJ00101;104;503P3L474G463G3H3I3G3H;503P3L474G463G3H3I3G3H;PRAVDA;180;180;0;133;133;0;129;129;0;151;151;0;160;160;0;150;150;0;124;124;0;125;125;0;126;126;0;124;124;0;125;125;0;;;
480;CE8TC00101;104;503Z413O4G3Z3G3H3I3G3H;503Z413O4G3Z3G3H3I3G3H;PRAVDA;180;180;0;143;143;0;145;145;0;132;132;0;160;160;0;143;143;0;124;124;0;125;125;0;126;126;0;124;124;0;125;125;0;;;
481;6EPX500101;105;523N424D4L3M3H3I3J3H3I;523N424D4L3M3H3I3J3H3I;PRAVDA;182;182;0;131;131;0;146;146;0;157;157;0;165;165;0;130;130;0;125;125;0;126;126;0;127;127;0;125;125;0;126;126;0;;;
482;S53SJ00101;105;524G3M3K4G473H3I3J3H3I;524G3M3K4G473H3I3J3H3I;PRAVDA;182;182;0;160;160;0;130;130;0;128;128;0;160;160;0;151;151;0;125;125;0;126;126;0;127;127;0;125;125;0;126;126;0;;;
483;2EZQ700101;106;543K434O4F3P3I3J3K3I3J;543K434O4F3P3I3J3K3I3J;PRAVDA;184;184;0;128;128;0;147;147;0;168;168;0;159;159;0;133;133;0;126;126;0;127;127;0;128;128;0;126;126;0;127;127;0;;;
484;7EPX500101;106;543P434E4M3N3I3J3K3I3J;543P434E4M3N3I3J3K3I3J;PRAVDA;184;184;0;133;133;0;147;147;0;158;158;0;166;166;0;131;131;0;126;126;0;127;127;0;128;128;0;126;126;0;127;127;0;;;
485;1PANJ00101;107;563K4F404D493J3K3L3J3K;563K4F404D493J3K3L3J3K;PRAVDA;186;186;0;128;128;0;159;159;0;144;144;0;157;157;0;153;153;0;127;127;0;128;128;0;129;129;0;127;127;0;128;128;0;;;
486;A7GQJ00101;107;56403Q464G493J3K3L3J3K;56403Q464G493J3K3L3J3K;PRAVDA;186;186;0;144;144;0;134;134;0;150;150;0;160;160;0;153;153;0;127;127;0;128;128;0;129;129;0;127;127;0;128;128;0;;;
487;0LJKJ00101;108;583K4C4A4B4A3K3L3M3K3L;583K4C4A4B4A3K3L3M3K3L;PRAVDA;188;188;0;128;128;0;156;156;0;154;154;0;155;155;0;154;154;0;128;128;0;129;129;0;130;130;0;128;128;0;129;129;0;;;
488;9EPX500101;108;583T454G4O3P3K3L3M3K3L;583T454G4O3P3K3L3M3K3L;PRAVDA;188;188;0;137;137;0;149;149;0;160;160;0;168;168;0;133;133;0;128;128;0;129;129;0;130;130;0;128;128;0;129;129;0;;;
489;A0TLJ00101;108;58413K4K4C4A3K3L3M3K3L;58413K4K4C4A3K3L3M3K3L;PRAVDA;188;188;0;145;145;0;128;128;0;164;164;0;156;156;0;154;154;0;128;128;0;129;129;0;130;130;0;128;128;0;129;129;0;;;
490;B7GQJ00101;108;58423R474H4A3K3L3M3K3L;58423R474H4A3K3L3M3K3L;PRAVDA;188;188;0;146;146;0;135;135;0;151;151;0;161;161;0;154;154;0;128;128;0;129;129;0;130;130;0;128;128;0;129;129;0;;;
491;5EZV200101;109;5A3Q464R4N3N3L3M3N3L3M;5A3Q464R4N3N3L3M3N3L3M;PRAVDA;190;190;0;134;134;0;150;150;0;171;171;0;167;167;0;131;131;0;129;129;0;130;130;0;131;131;0;129;129;0;130;130;0;;;
492;R46VJ00101;109;5A4J3P3R4N4B3L3M3N3L3M;5A4J3P3R4N4B3L3M3N3L3M;PRAVDA;190;190;0;163;163;0;133;133;0;135;135;0;167;167;0;155;155;0;129;129;0;130;130;0;131;131;0;129;129;0;130;130;0;;;
493;4BQLJ00101;110;5C3Q444J4E4C3M3N3O3M3N;5C3Q444J4E4C3M3N3O3M3N;PRAVDA;192;192;0;134;134;0;148;148;0;163;163;0;158;158;0;156;156;0;130;130;0;131;131;0;132;132;0;130;130;0;131;131;0;;;
494;7LBNJ00101;110;5C3T4E444G4C3M3N3O3M3N;5C3T4E444G4C3M3N3O3M3N;PRAVDA;192;192;0;137;137;0;158;158;0;148;148;0;160;160;0;156;156;0;130;130;0;131;131;0;132;132;0;130;130;0;131;131;0;;;
495;7V4RJ00101;110;5C3T4O3Q4K4C3M3N3O3M3N;5C3T4O3Q4K4C3M3N3O3M3N;PRAVDA;192;192;0;137;137;0;168;168;0;134;134;0;164;164;0;156;156;0;130;130;0;131;131;0;132;132;0;130;130;0;131;131;0;;;
496;CD9SJ00101;110;5C45463V4L4C3M3N3O3M3N;5C45463V4L4C3M3N3O3M3N;PRAVDA;192;192;0;149;149;0;150;150;0;139;139;0;165;165;0;156;156;0;130;130;0;131;131;0;132;132;0;130;130;0;131;131;0;;;
497;1NJKJ00101;111;5E3O4H4D4E4D3N3O3P3N3O;5E3O4H4D4E4D3N3O3P3N3O;PRAVDA;194;194;0;132;132;0;161;161;0;157;157;0;158;158;0;157;157;0;131;131;0;132;132;0;133;133;0;131;131;0;132;132;0;;;
498;DJ5QJ00101;111;5E474D3S4K4D3N3O3P3N3O;5E474D3S4K4D3N3O3P3N3O;PRAVDA;194;194;0;151;151;0;157;157;0;136;136;0;164;164;0;157;157;0;131;131;0;132;132;0;133;133;0;131;131;0;132;132;0;;;
499;HEUG500101;111;5E4B484O4A3S3N3O3P3N3O;5E4B484O4A3S3N3O3P3N3O;PRAVDA;194;194;0;155;155;0;152;152;0;168;168;0;154;154;0;136;136;0;131;131;0;132;132;0;133;133;0;131;131;0;132;132;0;;;
500;5QANJ00101;112;5G3T4L454I4E3O3P3Q3O3P;5G3T4L454I4E3O3P3Q3O3P;PRAVDA;196;196;0;137;137;0;165;165;0;149;149;0;162;162;0;158;158;0;132;132;0;133;133;0;134;134;0;132;132;0;133;133;0;;;
501;0KOLJ00101;113;5I3P4G4K4H4F3P3Q3R3P3Q;5I3P4G4K4H4F3P3Q3R3P3Q;PRAVDA;198;198;0;133;133;0;160;160;0;164;164;0;161;161;0;159;159;0;133;133;0;134;134;0;135;135;0;133;133;0;134;134;0;;;
502;74YRJ00101;113;5I3W3T4U4N4F3P3Q3R3P3Q;5I3W3T4U4N4F3P3Q3R3P3Q;PRAVDA;198;198;0;140;140;0;137;137;0;174;174;0;167;167;0;159;159;0;133;133;0;134;134;0;135;135;0;133;133;0;134;134;0;;;
503;96QVJ00101;113;5I3Y3V4M4R4F3P3Q3R3P3Q;5I3Y3V4M4R4F3P3Q3R3P3Q;PRAVDA;198;198;0;142;142;0;139;139;0;166;166;0;171;171;0;159;159;0;133;133;0;134;134;0;135;135;0;133;133;0;134;134;0;;;
504;ID7RJ00101;113;5I4E493W4N4F3P3Q3R3P3Q;5I4E493W4N4F3P3Q3R3P3Q;PRAVDA;198;198;0;158;158;0;153;153;0;140;140;0;167;167;0;159;159;0;133;133;0;134;134;0;135;135;0;133;133;0;134;134;0;;;
505;J7GNJ00101;113;5I4F3W4C4J4F3P3Q3R3P3Q;5I4F3W4C4J4F3P3Q3R3P3Q;PRAVDA;198;198;0;159;159;0;140;140;0;156;156;0;163;163;0;159;159;0;133;133;0;134;134;0;135;135;0;133;133;0;134;134;0;;;
506;RA2QJ00101;113;5I4N463R4M4F3P3Q3R3P3Q;5I4N463R4M4F3P3Q3R3P3Q;PRAVDA;198;198;0;167;167;0;150;150;0;135;135;0;166;166;0;159;159;0;133;133;0;134;134;0;135;135;0;133;133;0;134;134;0;;;
507;Z06VJ00101;113;5I4V3P3V4R4F3P3Q3R3P3Q;5I4V3P3V4R4F3P3Q3R3P3Q;PRAVDA;198;198;0;175;175;0;133;133;0;139;139;0;171;171;0;159;159;0;133;133;0;134;134;0;135;135;0;133;133;0;134;134;0;;;
508;0SFNJ00101;114;5K3Q4P4C4K4G3Q3R3S3Q3R;5K3Q4P4C4K4G3Q3R3S3Q3R;PRAVDA;200;200;0;134;134;0;169;169;0;156;156;0;164;164;0;160;160;0;134;134;0;135;135;0;136;136;0;134;134;0;135;135;0;;;
509;GD9SJ00101;114;5K4D4A3Z4P4G3Q3R3S3Q3R;5K4D4A3Z4P4G3Q3R3S3Q3R;PRAVDA;200;200;0;157;157;0;154;154;0;143;143;0;169;169;0;160;160;0;134;134;0;135;135;0;136;136;0;134;134;0;135;135;0;;;
510;MC8OJ00101;114;5K4J493Y4L4G3Q3R3S3Q3R;5K4J493Y4L4G3Q3R3S3Q3R;PRAVDA;200;200;0;163;163;0;153;153;0;142;142;0;165;165;0;160;160;0;134;134;0;135;135;0;136;136;0;134;134;0;135;135;0;;;
511;O7ELJ00101;114;5K4L3X4B4I4G3Q3R3S3Q3R;5K4L3X4B4I4G3Q3R3S3Q3R;PRAVDA;200;200;0;165;165;0;141;141;0;155;155;0;162;162;0;160;160;0;134;134;0;135;135;0;136;136;0;134;134;0;135;135;0;;;
512;SA2QJ00101;114;5K4P473S4N4G3Q3R3S3Q3R;5K4P473S4N4G3Q3R3S3Q3R;PRAVDA;200;200;0;169;169;0;151;151;0;136;136;0;167;167;0;160;160;0;134;134;0;135;135;0;136;136;0;134;134;0;135;135;0;;;
513;G4GVJ00101;115;5M4E3V4E4T4H3R3S3T3R3S;5M4E3V4E4T4H3R3S3T3R3S;PRAVDA;202;202;0;158;158;0;139;139;0;158;158;0;173;173;0;161;161;0;135;135;0;136;136;0;137;137;0;135;135;0;136;136;0;;;
514;TA2QJ00101;115;5M4R483T4O4H3R3S3T3R3S;5M4R483T4O4H3R3S3T3R3S;PRAVDA;202;202;0;171;171;0;152;152;0;137;137;0;168;168;0;161;161;0;135;135;0;136;136;0;137;137;0;135;135;0;136;136;0;;;
515;AEPX500101;116;5O494D4O4W3X3S3T3U3S3T;5O494D4O4W3X3S3T3U3S3T;PRAVDA;204;204;0;153;153;0;157;157;0;168;168;0;176;176;0;141;141;0;136;136;0;137;137;0;138;138;0;136;136;0;137;137;0;;;
516;II5RJ00101;116;5O4H4I3X4Q4I3S3T3U3S3T;5O4H4I3X4Q4I3S3T3U3S3T;PRAVDA;204;204;0;161;161;0;162;162;0;141;141;0;170;170;0;162;162;0;136;136;0;137;137;0;138;138;0;136;136;0;137;137;0;;;
517;PC2TJ00101;116;5O4O4B3U4S4I3S3T3U3S3T;5O4O4B3U4S4I3S3T3U3S3T;PRAVDA;204;204;0;168;168;0;155;155;0;138;138;0;172;172;0;162;162;0;136;136;0;137;137;0;138;138;0;136;136;0;137;137;0;;;
518;1UFNJ00101;117;5Q3U4U4F4N4J3T3U3V3T3U;5Q3U4U4F4N4J3T3U3V3T3U;PRAVDA;206;206;0;138;138;0;174;174;0;159;159;0;167;167;0;163;163;0;137;137;0;138;138;0;139;139;0;137;137;0;138;138;0;;;
519;4UDMJ00101;117;5Q3X4U4D4M4J3T3U3V3T3U;5Q3X4U4D4M4J3T3U3V3T3U;PRAVDA;206;206;0;141;141;0;174;174;0;157;157;0;166;166;0;163;163;0;137;137;0;138;138;0;139;139;0;137;137;0;138;138;0;;;
520;BEPX500101;117;5Q4B4E4P4X3Y3T3U3V3T3U;5Q4B4E4P4X3Y3T3U3V3T3U;PRAVDA;206;206;0;155;155;0;158;158;0;169;169;0;177;177;0;142;142;0;137;137;0;138;138;0;139;139;0;137;137;0;138;138;0;;;
