SourceRow;WorkerID;Prefix;Prefix_ASCII;Blok2Raw;Blok2Decoded;TailRaw;TailDecoded;TailLen;W01;W02;W03;W04;W05;W06;W07;W08;W09;W10;W01_B36;W02_B36;W03_B36;W04_B36;W05_B36;W06_B36;W07_B36;W08_B36;W09_B36;W10_B36;W01_ASC;W02_ASC;W03_ASC;W04_ASC;W05_ASC;W06_ASC;W07_ASC;W08_ASC;W09_ASC;W10_ASC;P01;P02;P03;P04;P05;P06;P07;P08;P09;P10;P11;P12;P13;P14;P15;P16;P17;P18;P19;P20;P21;P22;P01_B36;P02_B36;P03_B36;P04_B36;P05_B36;P06_B36;P07_B36;P08_B36;P09_B36;P10_B36;P11_B36;P12_B36;P13_B36;P14_B36;P15_B36;P16_B36;P17_B36;P18_B36;P19_B36;P20_B36;P21_B36;P22_B36;P01_DEC;P02_DEC;P03_DEC;P04_DEC;P05_DEC;P06_DEC;P07_DEC;P08_DEC;P09_DEC;P10_DEC;P11_DEC;P12_DEC;P13_DEC;P14_DEC;P15_DEC;P16_DEC;P17_DEC;P18_DEC;P19_DEC;P20_DEC;P21_DEC;P22_DEC;T01;T02;T03;T04;T05;T06;T07;T08;T09;T10;T11;T01_B36;T02_B36;T03_B36;T04_B36;T05_B36;T06_B36;T07_B36;T08_B36;T09_B36;T10_B36;T11_B36;T01_DEC;T02_DEC;T03_DEC;T04_DEC;T05_DEC;T06_DEC;T07_DEC;T08_DEC;T09_DEC;T10_DEC;T11_DEC;BeforeDashTrailingChar;TailTrailingChar
24;U5KTJ00101; ;32;102H1L272G261G1H1I1G1H;CxXnwmSTUST;1I0M181H170D0I0I0H630F0;U5KTJ,110ú.;23;U;5;K;T;J;0;0;1;0;1;30;5;20;29;19;0;0;1;0;1;85;53;75;84;74;48;48;49;48;49;01;1I;0M;18;1H;17;0H;0H;0I;0H;0I;10;2H;1L;27;2G;26;1G;1H;1I;1G;1H;1;54;22;44;53;43;17;17;18;17;18;36;89;57;79;88;78;52;53;54;52;53;32;85;53;75;84;74;48;48;49;48;49;67;120;88;110;119;109;83;84;85;83;84;1I;0M;18;1H;17;0D;0I;0I;0H;63;0F;54;22;44;53;43;13;18;18;17;219;15;85;53;75;84;74;44;49;49;48;250;46;0;0
25;YO0QJ00101; ;32;102L2B1G2D261G1H1I1G1H;C|rStmSTUST;1M1C0H1E170D0I0I0H630F0;YO0QJ,110ú.;23;Y;O;0;Q;J;0;0;1;0;1;34;24;0;26;19;0;0;1;0;1;89;79;48;81;74;48;48;49;48;49;01;1M;1C;0H;1E;17;0H;0H;0I;0H;0I;10;2L;2B;1G;2D;26;1G;1H;1I;1G;1H;1;58;48;17;50;43;17;17;18;17;18;36;93;83;52;85;78;52;53;54;52;53;32;89;79;48;81;74;48;48;49;48;49;67;124;114;83;116;109;83;84;85;83;84;1M;1C;0H;1E;17;0D;0I;0I;0H;63;0F;58;48;17;50;43;13;18;18;17;219;15;89;79;48;81;74;44;49;49;48;250;46;0;0
26;1G80000101;!;33;121I241P1H1I1H1I1J1H1I;EUk\TUTUVTU;0I140P200I0H0I6524;1G8g101ük;18;1;G;8;0;0;0;0;1;0;1;1;16;8;0;0;0;0;1;0;1;49;71;56;48;48;48;48;49;48;49;02;0I;14;0P;0H;0H;0H;0H;0I;0H;0I;12;1I;24;1P;1H;1I;1H;1I;1J;1H;1I;2;18;40;25;17;17;17;17;18;17;18;38;54;76;61;53;54;53;54;55;53;54;33;49;71;56;48;48;48;48;49;48;49;69;85;107;92;84;85;84;85;86;84;85;0I;14;0P;20;0I;0H;0I;65;24;;;18;40;25;72;18;17;18;221;76;;;49;71;56;103;49;48;49;252;107;;;0;
27;1H70000101;!;33;121I251O1H1I1H1I1J1H1I;EUl[TUTUVTU;0I150O200I0H0I6524;1H7g101ük;18;1;H;7;0;0;0;0;1;0;1;1;17;7;0;0;0;0;1;0;1;49;72;55;48;48;48;48;49;48;49;02;0I;15;0O;0H;0H;0H;0H;0I;0H;0I;12;1I;25;1O;1H;1I;1H;1I;1J;1H;1I;2;18;41;24;17;17;17;17;18;17;18;38;54;77;60;53;54;53;54;55;53;54;33;49;72;55;48;48;48;48;49;48;49;69;85;108;91;84;85;84;85;86;84;85;0I;15;0O;20;0I;0H;0I;65;24;;;18;41;24;72;18;17;18;221;76;;;49;72;55;103;49;48;49;252;107;;;0;
28;1L30000101;!;33;121I291K1H1I1H1I1J1H1I;EUpWTUTUVTU;0I190K200I0H0I6524;1L3g101ük;18;1;L;3;0;0;0;0;1;0;1;1;21;3;0;0;0;0;1;0;1;49;76;51;48;48;48;48;49;48;49;02;0I;19;0K;0H;0H;0H;0H;0I;0H;0I;12;1I;29;1K;1H;1I;1H;1I;1J;1H;1I;2;18;45;20;17;17;17;17;18;17;18;38;54;81;56;53;54;53;54;55;53;54;33;49;76;51;48;48;48;48;49;48;49;69;85;112;87;84;85;84;85;86;84;85;0I;19;0K;20;0I;0H;0I;65;24;;;18;45;20;72;18;17;18;221;76;;;49;76;51;103;49;48;49;252;107;;;0;
29;2M10000101;!;33;121J2A1I1H1I1H1I1J1H1I;EVqUTUTUVTU;0J1A0I200I0H0I6524;2M1g101ük;18;2;M;1;0;0;0;0;1;0;1;2;22;1;0;0;0;0;1;0;1;50;77;49;48;48;48;48;49;48;49;02;0J;1A;0I;0H;0H;0H;0H;0I;0H;0I;12;1J;2A;1I;1H;1I;1H;1I;1J;1H;1I;2;19;46;18;17;17;17;17;18;17;18;38;55;82;54;53;54;53;54;55;53;54;33;50;77;49;48;48;48;48;49;48;49;69;86;113;85;84;85;84;85;86;84;85;0J;1A;0I;20;0I;0H;0I;65;24;;;19;46;18;72;18;17;18;221;76;;;50;77;49;103;49;48;49;252;107;;;0;
30;I700000101;!;33;12261O1H1I1H1I1H1I1H1I;Em[TUTUTUTU;160O0N0I0H0I660S0;"I76101ý;";17;I;7;0;0;0;0;0;1;0;1;18;7;0;0;0;0;0;1;0;1;73;55;48;48;48;48;48;49;48;49;02;16;0O;0H;0H;0H;0H;0H;0I;0H;0I;12;26;1O;1H;1I;1H;1I;1H;1I;1H;1I;2;42;24;17;17;17;17;17;18;17;18;38;78;60;53;54;53;54;53;54;53;54;33;73;55;48;48;48;48;48;49;48;49;69;109;91;84;85;84;85;84;85;84;85;16;0O;0N;0I;0H;0I;66;0S;;;;42;24;23;18;17;18;222;28;;;;73;55;54;49;48;49;253;59;;;;0;0
31;KR9TJ00101;!;33;12282F1Q2H271H1I1J1H1I;Eov]xnTUVTU;181F0Q1H170E0I0H0I630G0;KR9TJ-101ú/;23;K;R;9;T;J;0;0;1;0;1;20;27;9;29;19;0;0;1;0;1;75;82;57;84;74;48;48;49;48;49;02;18;1F;0Q;1H;17;0H;0H;0I;0H;0I;12;28;2F;1Q;2H;27;1H;1I;1J;1H;1I;2;44;51;26;53;43;17;17;18;17;18;38;80;87;62;89;79;53;54;55;53;54;33;75;82;57;84;74;48;48;49;48;49;69;111;118;93;120;110;84;85;86;84;85;18;1F;0Q;1H;17;0E;0I;0H;0I;63;0G;44;51;26;53;43;14;18;17;18;219;16;75;82;57;84;74;45;49;48;49;250;47;0;0
32;M300000101;!;33;122A1K1H1I1H1I1H1I1H1I;EqWTUTUTUTU;1A0K0N0I0H0I660S0;"M36101ý;";17;M;3;0;0;0;0;0;1;0;1;22;3;0;0;0;0;0;1;0;1;77;51;48;48;48;48;48;49;48;49;02;1A;0K;0H;0H;0H;0H;0H;0I;0H;0I;12;2A;1K;1H;1I;1H;1I;1H;1I;1H;1I;2;46;20;17;17;17;17;17;18;17;18;38;82;56;53;54;53;54;53;54;53;54;33;77;51;48;48;48;48;48;49;48;49;69;113;87;84;85;84;85;84;85;84;85;1A;0K;0N;0I;0H;0I;66;0S;;;;46;20;23;18;17;18;222;28;;;;77;51;54;49;48;49;253;59;;;;0;0
33;N200000101;!;33;122B1J1H1I1H1I1H1I1H1I;ErVTUTUTUTU;1B0J0N0I0H0I660S0;"N26101ý;";17;N;2;0;0;0;0;0;1;0;1;23;2;0;0;0;0;0;1;0;1;78;50;48;48;48;48;48;49;48;49;02;1B;0J;0H;0H;0H;0H;0H;0I;0H;0I;12;2B;1J;1H;1I;1H;1I;1H;1I;1H;1I;2;47;19;17;17;17;17;17;18;17;18;38;83;55;53;54;53;54;53;54;53;54;33;78;50;48;48;48;48;48;49;48;49;69;114;86;84;85;84;85;84;85;84;85;1B;0J;0N;0I;0H;0I;66;0S;;;;47;19;23;18;17;18;222;28;;;;78;50;54;49;48;49;253;59;;;;0;0
34;1G90000101;"""";34;141J251R1I1J1I1J1K1I1J;GVl^UVUVWUV;0I140Q210I0I0H6525;1G9h110ül;18;1;G;9;0;0;0;0;1;0;1;1;16;9;0;0;0;0;1;0;1;49;71;57;48;48;48;48;49;48;49;03;0I;14;0Q;0H;0H;0H;0H;0I;0H;0I;14;1J;25;1R;1I;1J;1I;1J;1K;1I;1J;3;18;40;26;17;17;17;17;18;17;18;40;55;77;63;54;55;54;55;56;54;55;34;49;71;57;48;48;48;48;49;48;49;71;86;108;94;85;86;85;86;87;85;86;0I;14;0Q;21;0I;0I;0H;65;25;;;18;40;26;73;18;18;17;221;77;;;49;71;57;104;49;49;48;252;108;;;0;
35;1I70000101;"""";34;141J271P1I1J1I1J1K1I1J;GVn\UVUVWUV;0I160O210I0I0H6525;1I7h110ül;18;1;I;7;0;0;0;0;1;0;1;1;18;7;0;0;0;0;1;0;1;49;73;55;48;48;48;48;49;48;49;03;0I;16;0O;0H;0H;0H;0H;0I;0H;0I;14;1J;27;1P;1I;1J;1I;1J;1K;1I;1J;3;18;42;24;17;17;17;17;18;17;18;40;55;79;61;54;55;54;55;56;54;55;34;49;73;55;48;48;48;48;49;48;49;71;86;110;92;85;86;85;86;87;85;86;0I;16;0O;21;0I;0I;0H;65;25;;;18;42;24;73;18;18;17;221;77;;;49;73;55;104;49;49;48;252;108;;;0;
36;2L30000101;"""";34;141K2A1L1I1J1I1J1K1I1J;GWqXUVUVWUV;0J190K210I0I0H6525;2L3h110ül;18;2;L;3;0;0;0;0;1;0;1;2;21;3;0;0;0;0;1;0;1;50;76;51;48;48;48;48;49;48;49;03;0J;19;0K;0H;0H;0H;0H;0I;0H;0I;14;1K;2A;1L;1I;1J;1I;1J;1K;1I;1J;3;19;45;20;17;17;17;17;18;17;18;40;56;82;57;54;55;54;55;56;54;55;34;50;76;51;48;48;48;48;49;48;49;71;87;113;88;85;86;85;86;87;85;86;0J;19;0K;21;0I;0I;0H;65;25;;;19;45;20;73;18;18;17;221;77;;;50;76;51;104;49;49;48;252;108;;;0;
37;CHSMJ00101;"""";34;1421262H2B281I1J1K1I1J;GhmxroUVWUV;10151G1A170F0I0I0H630H0;CHSMJ.110ú0;23;C;H;S;M;J;0;0;1;0;1;12;17;28;22;19;0;0;1;0;1;67;72;83;77;74;48;48;49;48;49;03;10;15;1G;1A;17;0H;0H;0I;0H;0I;14;21;26;2H;2B;28;1I;1J;1K;1I;1J;3;36;41;52;46;43;17;17;18;17;18;40;73;78;89;83;80;54;55;56;54;55;34;67;72;83;77;74;48;48;49;48;49;71;104;109;120;114;111;85;86;87;85;86;10;15;1G;1A;17;0F;0I;0I;0H;63;0H;36;41;52;46;43;15;18;18;17;219;17;67;72;83;77;74;46;49;49;48;250;48;0;0
38;J700000101;"""";34;14281P1I1J1I1J1I1J1I1J;Go\UVUVUVUV;170O0O0I0I0H660T0;J77110ý<;17;J;7;0;0;0;0;0;1;0;1;19;7;0;0;0;0;0;1;0;1;74;55;48;48;48;48;48;49;48;49;03;17;0O;0H;0H;0H;0H;0H;0I;0H;0I;14;28;1P;1I;1J;1I;1J;1I;1J;1I;1J;3;43;24;17;17;17;17;17;18;17;18;40;80;61;54;55;54;55;54;55;54;55;34;74;55;48;48;48;48;48;49;48;49;71;111;92;85;86;85;86;85;86;85;86;17;0O;0O;0I;0I;0H;66;0T;;;;43;24;24;18;18;17;222;29;;;;74;55;55;49;49;48;253;60;;;;0;0
39;O5QVJ00101;"""";34;142D1N2F2K281I1J1K1I1J;GtZv{oUVWUV;1C0M1E1J170F0I0I0H630H0;O5QVJ.110ú0;23;O;5;Q;V;J;0;0;1;0;1;24;5;26;31;19;0;0;1;0;1;79;53;81;86;74;48;48;49;48;49;03;1C;0M;1E;1J;17;0H;0H;0I;0H;0I;14;2D;1N;2F;2K;28;1I;1J;1K;1I;1J;3;48;22;50;55;43;17;17;18;17;18;40;85;59;87;92;80;54;55;56;54;55;34;79;53;81;86;74;48;48;49;48;49;71;116;90;118;123;111;85;86;87;85;86;1C;0M;1E;1J;17;0F;0I;0I;0H;63;0H;48;22;50;55;43;15;18;18;17;219;17;79;53;81;86;74;46;49;49;48;250;48;0;0
40;1I80000101;#;35;161K281R1J1K1J1K1L1J1K;IWo^VWVWXVW;0I160P220I0H0I6526;1I8i101üm;18;1;I;8;0;0;0;0;1;0;1;1;18;8;0;0;0;0;1;0;1;49;73;56;48;48;48;48;49;48;49;04;0I;16;0P;0H;0H;0H;0H;0I;0H;0I;16;1K;28;1R;1J;1K;1J;1K;1L;1J;1K;4;18;42;25;17;17;17;17;18;17;18;42;56;80;63;55;56;55;56;57;55;56;35;49;73;56;48;48;48;48;49;48;49;73;87;111;94;86;87;86;87;88;86;87;0I;16;0P;22;0I;0H;0I;65;26;;;18;42;25;74;18;17;18;221;78;;;49;73;56;105;49;48;49;252;109;;;0;
41;1J70000101;#;35;161K291Q1J1K1J1K1L1J1K;IWp]VWVWXVW;0I170O220I0H0I6526;1J7i101üm;18;1;J;7;0;0;0;0;1;0;1;1;19;7;0;0;0;0;1;0;1;49;74;55;48;48;48;48;49;48;49;04;0I;17;0O;0H;0H;0H;0H;0I;0H;0I;16;1K;29;1Q;1J;1K;1J;1K;1L;1J;1K;4;18;43;24;17;17;17;17;18;17;18;42;56;81;62;55;56;55;56;57;55;56;35;49;74;55;48;48;48;48;49;48;49;73;87;112;93;86;87;86;87;88;86;87;0I;17;0O;22;0I;0H;0I;65;26;;;18;43;24;74;18;17;18;221;78;;;49;74;55;105;49;48;49;252;109;;;0;
42;1K60000101;#;35;161K2A1P1J1K1J1K1L1J1K;IWq\VWVWXVW;0I180N220I0H0I6526;1K6i101üm;18;1;K;6;0;0;0;0;1;0;1;1;20;6;0;0;0;0;1;0;1;49;75;54;48;48;48;48;49;48;49;04;0I;18;0N;0H;0H;0H;0H;0I;0H;0I;16;1K;2A;1P;1J;1K;1J;1K;1L;1J;1K;4;18;44;23;17;17;17;17;18;17;18;42;56;82;61;55;56;55;56;57;55;56;35;49;75;54;48;48;48;48;49;48;49;73;87;113;92;86;87;86;87;88;86;87;0I;18;0N;22;0I;0H;0I;65;26;;;18;44;23;74;18;17;18;221;78;;;49;75;54;105;49;48;49;252;109;;;0;
43;1L50000101;#;35;161K2B1O1J1K1J1K1L1J1K;IWr[VWVWXVW;0I190M220I0H0I6526;1L5i101üm;18;1;L;5;0;0;0;0;1;0;1;1;21;5;0;0;0;0;1;0;1;49;76;53;48;48;48;48;49;48;49;04;0I;19;0M;0H;0H;0H;0H;0I;0H;0I;16;1K;2B;1O;1J;1K;1J;1K;1L;1J;1K;4;18;45;22;17;17;17;17;18;17;18;42;56;83;60;55;56;55;56;57;55;56;35;49;76;53;48;48;48;48;49;48;49;73;87;114;91;86;87;86;87;88;86;87;0I;19;0M;22;0I;0H;0I;65;26;;;18;45;22;74;18;17;18;221;78;;;49;76;53;105;49;48;49;252;109;;;0;
44;1M40000101;#;35;161K2C1N1J1K1J1K1L1J1K;IWsZVWVWXVW;0I1A0L220I0H0I6526;1M4i101üm;18;1;M;4;0;0;0;0;1;0;1;1;22;4;0;0;0;0;1;0;1;49;77;52;48;48;48;48;49;48;49;04;0I;1A;0L;0H;0H;0H;0H;0I;0H;0I;16;1K;2C;1N;1J;1K;1J;1K;1L;1J;1K;4;18;46;21;17;17;17;17;18;17;18;42;56;84;59;55;56;55;56;57;55;56;35;49;77;52;48;48;48;48;49;48;49;73;87;115;90;86;87;86;87;88;86;87;0I;1A;0L;22;0I;0H;0I;65;26;;;18;46;21;74;18;17;18;221;78;;;49;77;52;105;49;48;49;252;109;;;0;
45;3ZSLJ00101;#;35;161M2P2I2B291J1K1L1J1K;IY€yrpVWXVW;0K1N1G19170G0I0H0I630I0;3ZSLJ/101ú1;23;3;Z;S;L;J;0;0;1;0;1;3;35;28;21;19;0;0;1;0;1;51;90;83;76;74;48;48;49;48;49;04;0K;1N;1G;19;17;0H;0H;0I;0H;0I;16;1M;2P;2I;2B;29;1J;1K;1L;1J;1K;4;20;59;52;45;43;17;17;18;17;18;42;58;97;90;83;81;55;56;57;55;56;35;51;90;83;76;74;48;48;49;48;49;73;89;128;121;114;112;86;87;88;86;87;0K;1N;1G;19;17;0G;0I;0H;0I;63;0I;20;59;52;45;43;16;18;17;18;219;18;51;90;83;76;74;47;49;48;49;250;49;0;0
46;5LSXJ00101;#;35;161O2B2I2N291J1K1L1J1K;I[ry~pVWXVW;0M191G1L170G0I0H0I630I0;5LSXJ/101ú1;23;5;L;S;X;J;0;0;1;0;1;5;21;28;33;19;0;0;1;0;1;53;76;83;88;74;48;48;49;48;49;04;0M;19;1G;1L;17;0H;0H;0I;0H;0I;16;1O;2B;2I;2N;29;1J;1K;1L;1J;1K;4;22;45;52;57;43;17;17;18;17;18;42;60;83;90;95;81;55;56;57;55;56;35;53;76;83;88;74;48;48;49;48;49;73;91;114;121;126;112;86;87;88;86;87;0M;19;1G;1L;17;0G;0I;0H;0I;63;0I;22;45;52;57;43;16;18;17;18;219;18;53;76;83;88;74;47;49;48;49;250;49;0;0
47;S5QSJ00101;#;35;162I1O2G2I291J1K1L1J1K;Iy[wypVWXVW;1G0M1E1G170G0I0H0I630I0;S5QSJ/101ú1;23;S;5;Q;S;J;0;0;1;0;1;28;5;26;28;19;0;0;1;0;1;83;53;81;83;74;48;48;49;48;49;04;1G;0M;1E;1G;17;0H;0H;0I;0H;0I;16;2I;1O;2G;2I;29;1J;1K;1L;1J;1K;4;52;22;50;52;43;17;17;18;17;18;42;90;60;88;90;81;55;56;57;55;56;35;83;53;81;83;74;48;48;49;48;49;73;121;91;119;121;112;86;87;88;86;87;1G;0M;1E;1G;17;0G;0I;0H;0I;63;0I;52;22;50;52;43;16;18;17;18;219;18;83;53;81;83;74;47;49;48;49;250;49;0;0
48;W6KTJ00101;#;35;162M1P2A2J291J1K1L1J1K;I}\qzpVWXVW;1K0N181H170G0I0H0I630I0;W6KTJ/101ú1;23;W;6;K;T;J;0;0;1;0;1;32;6;20;29;19;0;0;1;0;1;87;54;75;84;74;48;48;49;48;49;04;1K;0N;18;1H;17;0H;0H;0I;0H;0I;16;2M;1P;2A;2J;29;1J;1K;1L;1J;1K;4;56;23;44;53;43;17;17;18;17;18;42;94;61;82;91;81;55;56;57;55;56;35;87;54;75;84;74;48;48;49;48;49;73;125;92;113;122;112;86;87;88;86;87;1K;0N;18;1H;17;0G;0I;0H;0I;63;0I;56;23;44;53;43;16;18;17;18;219;18;87;54;75;84;74;47;49;48;49;250;49;0;0
49;YBAPJ00101;#;35;162O21202F291J1K1L1J1K;IhgvpVWXVW;1M0Z0Y1D170G0I0H0I630I0;YBAPJ/101ú1;23;Y;B;A;P;J;0;0;1;0;1;34;11;10;25;19;0;0;1;0;1;89;66;65;80;74;48;48;49;48;49;04;1M;0Z;0Y;1D;17;0H;0H;0I;0H;0I;16;2O;21;20;2F;29;1J;1K;1L;1J;1K;4;58;35;34;49;43;17;17;18;17;18;42;96;73;72;87;81;55;56;57;55;56;35;89;66;65;80;74;48;48;49;48;49;73;127;104;103;118;112;86;87;88;86;87;1M;0Z;0Y;1D;17;0G;0I;0H;0I;63;0I;58;35;34;49;43;16;18;17;18;219;18;89;66;65;80;74;47;49;48;49;250;49;0;0
50;1AA0000101;$;36;181L21221K1L1K1L1M1K1L;KXhiWXWXYWX;0I0Y0Y230I0I0H6527;1AAj110ün;18;1;A;A;0;0;0;0;1;0;1;1;10;10;0;0;0;0;1;0;1;49;65;65;48;48;48;48;49;48;49;05;0I;0Y;0Y;0H;0H;0H;0H;0I;0H;0I;18;1L;21;22;1K;1L;1K;1L;1M;1K;1L;5;18;34;34;17;17;17;17;18;17;18;44;57;73;74;56;57;56;57;58;56;57;36;49;65;65;48;48;48;48;49;48;49;75;88;104;105;87;88;87;88;89;87;88;0I;0Y;0Y;23;0I;0I;0H;65;27;;;18;34;34;75;18;18;17;221;79;;;49;65;65;106;49;49;48;252;110;;;0;
51;1I90000101;$;36;181L291T1K1L1K1L1M1K1L;KXp`WXWXYWX;0I160Q230I0I0H6527;1I9j110ün;18;1;I;9;0;0;0;0;1;0;1;1;18;9;0;0;0;0;1;0;1;49;73;57;48;48;48;48;49;48;49;05;0I;16;0Q;0H;0H;0H;0H;0I;0H;0I;18;1L;29;1T;1K;1L;1K;1L;1M;1K;1L;5;18;42;26;17;17;17;17;18;17;18;44;57;81;65;56;57;56;57;58;56;57;36;49;73;57;48;48;48;48;49;48;49;75;88;112;96;87;88;87;88;89;87;88;0I;16;0Q;23;0I;0I;0H;65;27;;;18;42;26;75;18;18;17;221;79;;;49;73;57;106;49;49;48;252;110;;;0;
52;1K70000101;$;36;181L2B1R1K1L1K1L1M1K1L;KXr^WXWXYWX;0I180O230I0I0H6527;1K7j110ün;18;1;K;7;0;0;0;0;1;0;1;1;20;7;0;0;0;0;1;0;1;49;75;55;48;48;48;48;49;48;49;05;0I;18;0O;0H;0H;0H;0H;0I;0H;0I;18;1L;2B;1R;1K;1L;1K;1L;1M;1K;1L;5;18;44;24;17;17;17;17;18;17;18;44;57;83;63;56;57;56;57;58;56;57;36;49;75;55;48;48;48;48;49;48;49;75;88;114;94;87;88;87;88;89;87;88;0I;18;0O;23;0I;0I;0H;65;27;;;18;44;24;75;18;18;17;221;79;;;49;75;55;106;49;49;48;252;110;;;0;
53;1P20000101;$;36;181L2G1M1K1L1K1L1M1K1L;KXwYWXWXYWX;0I1D0J230I0I0H6527;1P2j110ün;18;1;P;2;0;0;0;0;1;0;1;1;25;2;0;0;0;0;1;0;1;49;80;50;48;48;48;48;49;48;49;05;0I;1D;0J;0H;0H;0H;0H;0I;0H;0I;18;1L;2G;1M;1K;1L;1K;1L;1M;1K;1L;5;18;49;19;17;17;17;17;18;17;18;44;57;88;58;56;57;56;57;58;56;57;36;49;80;50;48;48;48;48;49;48;49;75;88;119;89;87;88;87;88;89;87;88;0I;1D;0J;23;0I;0I;0H;65;27;;;18;49;19;75;18;18;17;221;79;;;49;80;50;106;49;49;48;252;110;;;0;
54;2I80000101;$;36;181M291S1K1L1K1L1M1K1L;KYp_WXWXYWX;0J160P230I0I0H6527;2I8j110ün;18;2;I;8;0;0;0;0;1;0;1;2;18;8;0;0;0;0;1;0;1;50;73;56;48;48;48;48;49;48;49;05;0J;16;0P;0H;0H;0H;0H;0I;0H;0I;18;1M;29;1S;1K;1L;1K;1L;1M;1K;1L;5;19;42;25;17;17;17;17;18;17;18;44;58;81;64;56;57;56;57;58;56;57;36;50;73;56;48;48;48;48;49;48;49;75;89;112;95;87;88;87;88;89;87;88;0J;16;0P;23;0I;0I;0H;65;27;;;19;42;25;75;18;18;17;221;79;;;50;73;56;106;49;49;48;252;110;;;0;
55;GUDMJ00101;$;36;18272L242D2A1K1L1M1K1L;Kn|ktqWXYWX;141I111A170H0I0I0H630J0;GUDMJ0110ú2;23;G;U;D;M;J;0;0;1;0;1;16;30;13;22;19;0;0;1;0;1;71;85;68;77;74;48;48;49;48;49;05;14;1I;11;1A;17;0H;0H;0I;0H;0I;18;27;2L;24;2D;2A;1K;1L;1M;1K;1L;5;40;54;37;46;43;17;17;18;17;18;44;79;93;76;85;82;56;57;58;56;57;36;71;85;68;77;74;48;48;49;48;49;75;110;124;107;116;113;87;88;89;87;88;14;1I;11;1A;17;0H;0I;0I;0H;63;0J;40;54;37;46;43;17;18;18;17;219;19;71;85;68;77;74;48;49;49;48;250;50;0;0
56;IFMQJ00101;$;36;1829262D2H2A1K1L1M1K1L;KpmtxqWXYWX;16131A1E170H0I0I0H630J0;IFMQJ0110ú2;23;I;F;M;Q;J;0;0;1;0;1;18;15;22;26;19;0;0;1;0;1;73;70;77;81;74;48;48;49;48;49;05;16;13;1A;1E;17;0H;0H;0I;0H;0I;18;29;26;2D;2H;2A;1K;1L;1M;1K;1L;5;42;39;46;50;43;17;17;18;17;18;44;81;78;85;89;82;56;57;58;56;57;36;73;70;77;81;74;48;48;49;48;49;75;112;109;116;120;113;87;88;89;87;88;16;13;1A;1E;17;0H;0I;0I;0H;63;0J;42;39;46;50;43;17;18;18;17;219;19;73;70;77;81;74;48;49;49;48;250;50;0;0
57;J900000101;$;36;182A1T1K1L1K1L1K1L1K1L;Kq`WXWXWXWX;170Q0Q0I0I0H660V0;J99110ý>;17;J;9;0;0;0;0;0;1;0;1;19;9;0;0;0;0;0;1;0;1;74;57;48;48;48;48;48;49;48;49;05;17;0Q;0H;0H;0H;0H;0H;0I;0H;0I;18;2A;1T;1K;1L;1K;1L;1K;1L;1K;1L;5;43;26;17;17;17;17;17;18;17;18;44;82;65;56;57;56;57;56;57;56;57;36;74;57;48;48;48;48;48;49;48;49;75;113;96;87;88;87;88;87;88;87;88;17;0Q;0Q;0I;0I;0H;66;0V;;;;43;26;26;18;18;17;222;31;;;;74;57;57;49;49;48;253;62;;;;0;0
58;K800000101;$;36;182B1S1K1L1K1L1K1L1K1L;Kr_WXWXWXWX;180P0Q0I0I0H660V0;K89110ý>;17;K;8;0;0;0;0;0;1;0;1;20;8;0;0;0;0;0;1;0;1;75;56;48;48;48;48;48;49;48;49;05;18;0P;0H;0H;0H;0H;0H;0I;0H;0I;18;2B;1S;1K;1L;1K;1L;1K;1L;1K;1L;5;44;25;17;17;17;17;17;18;17;18;44;83;64;56;57;56;57;56;57;56;57;36;75;56;48;48;48;48;48;49;48;49;75;114;95;87;88;87;88;87;88;87;88;18;0P;0Q;0I;0I;0H;66;0V;;;;44;25;26;18;18;17;222;31;;;;75;56;57;49;49;48;253;62;;;;0;0
59;KGLOJ00101;$;36;182B272C2F2A1K1L1M1K1L;KrnsvqWXYWX;1814191C170H0I0I0H630J0;KGLOJ0110ú2;23;K;G;L;O;J;0;0;1;0;1;20;16;21;24;19;0;0;1;0;1;75;71;76;79;74;48;48;49;48;49;05;18;14;19;1C;17;0H;0H;0I;0H;0I;18;2B;27;2C;2F;2A;1K;1L;1M;1K;1L;5;44;40;45;48;43;17;17;18;17;18;44;83;79;84;87;82;56;57;58;56;57;36;75;71;76;79;74;48;48;49;48;49;75;114;110;115;118;113;87;88;89;87;88;18;14;19;1C;17;0H;0I;0I;0H;63;0J;44;40;45;48;43;17;18;18;17;219;19;75;71;76;79;74;48;49;49;48;250;50;0;0
60;L610000101;$;36;182C1Q1L1K1L1K1L1M1K1L;Ks]XWXWXYWX;190N0I230I0I0H6527;L61j110ün;18;L;6;1;0;0;0;0;1;0;1;21;6;1;0;0;0;0;1;0;1;76;54;49;48;48;48;48;49;48;49;05;19;0N;0I;0H;0H;0H;0H;0I;0H;0I;18;2C;1Q;1L;1K;1L;1K;1L;1M;1K;1L;5;45;23;18;17;17;17;17;18;17;18;44;84;62;57;56;57;56;57;58;56;57;36;76;54;49;48;48;48;48;49;48;49;75;115;93;88;87;88;87;88;89;87;88;19;0N;0I;23;0I;0I;0H;65;27;;;45;23;18;75;18;18;17;221;79;;;76;54;49;106;49;49;48;252;110;;;0;
